order_item_id,order_id,product_id,quantity,unit_price,product_name,category,base_price,cost_price,gross_revenue,cost_amount,customer_id,sales_rep_id,region_id,order_date,shipping_date,order_status,sales_channel,delay_days,customer_name,customer_segment,created_date,region_name,country,sales_rep_name,region_id_rep,discount_id,discount_percentage,discount_code,return_id,return_date,return_reason,discount_amount,net_revenue,gross_profit,profit_margin,discount_leakage,return_leakage,delay_leakage,pricing_leakage,leakage_amount,is_leakage,leakage_score,order_delay,is_returned,year,quarter,month_num,month,season,customer_order_rank,repeat_customer_indicator,customer_ltv,high_risk_customer
ITEM00011,ORD0007,PROD006,1,8500.0,RIS Server Rack Appliance,Hardware,8500.0,5800.0,8500.0,5800.0,CUST044,REP01,REG01,2024-07-06,2024-07-07,Cancelled,Direct,1,Echo Services,SMB,2024-09-27,North America,United States,Alice Smith,REG01,,0.0,NONE,,,N/A,0.0,8500.0,2700.0,0.3176470588235294,0.0,0.0,0.0,0.0,0.0,0,0.0,1,0,2024,2024Q3,7,2024-07,Summer,1,0,67088.73999999999,0
ITEM00012,ORD0008,PROD015,5,4000.0,Dedicated Support Account Rep,Support,4000.0,2200.0,20000.0,11000.0,CUST052,REP02,REG01,2024-07-06,2024-07-08,Completed,Online,2,Pinnacle Systems,Strategic,2024-05-22,North America,United States,Bob Johnson,REG01,,0.0,NONE,,,N/A,0.0,20000.0,9000.0,0.45,0.0,0.0,0.0,0.0,0.0,0,0.0,2,0,2024,2024Q3,7,2024-07,Summer,1,0,340975.77,1
ITEM00013,ORD0008,PROD007,6,120.0,RIS IoT Smart Sensor,Hardware,120.0,65.0,720.0,390.0,CUST052,REP02,REG01,2024-07-06,2024-07-08,Completed,Online,2,Pinnacle Systems,Strategic,2024-05-22,North America,United States,Bob Johnson,REG01,,0.0,NONE,,,N/A,0.0,720.0,330.0,0.4583333333333333,0.0,0.0,0.0,0.0,0.0,0,0.0,2,0,2024,2024Q3,7,2024-07,Summer,1,0,340975.77,1
ITEM00014,ORD0008,PROD011,6,6000.0,Executive Strategy Session,Consulting,6000.0,3200.0,36000.0,19200.0,CUST052,REP02,REG01,2024-07-06,2024-07-08,Completed,Online,2,Pinnacle Systems,Strategic,2024-05-22,North America,United States,Bob Johnson,REG01,,0.0,NONE,,,N/A,0.0,36000.0,16800.0,0.4666666666666667,0.0,0.0,0.0,0.0,0.0,0,0.0,2,0,2024,2024Q3,7,2024-07,Summer,1,0,340975.77,1
ITEM00015,ORD0009,PROD005,2,1500.0,RIS Edge Processing Gateway,Hardware,1500.0,950.0,3000.0,1900.0,CUST079,REP02,REG01,2024-07-09,2024-07-11,Completed,Direct,2,Stellar Industries,SMB,2025-04-20,North America,United States,Bob Johnson,REG01,,0.0,NONE,,,N/A,0.0,3000.0,1100.0,0.36666666666666664,0.0,0.0,0.0,0.0,0.0,0,0.0,2,0,2024,2024Q3,7,2024-07,Summer,1,0,171440.19,1
ITEM00016,ORD0010,PROD002,2,1200.0,RIS Cloud Connector Pro,Software,1200.0,300.0,2400.0,600.0,CUST016,REP04,REG02,2024-07-10,2024-07-12,Returned,Partner,2,Nexus Partners,SMB,2024-11-21,Europe,United Kingdom,Diana Prince,REG02,,0.0,NONE,RET001,2024-07-20,Unsatisfied,0.0,2400.0,1800.0,0.75,0.0,2400.0,0.0,0.0,2400.0,1,1.0,2,1,2024,2024Q3,7,2024-07,Summer,1,0,196010.626,0
ITEM00018,ORD0011,PROD009,7,3500.0,Enterprise Architecture Audit,Consulting,3500.0,2000.0,24500.0,14000.0,CUST043,REP02,REG01,2024-07-11,2024-07-13,Completed,Online,2,Quantum Services,Strategic,2024-03-06,North America,United States,Bob Johnson,REG01,,0.0,NONE,,,N/A,0.0,24500.0,10500.0,0.42857142857142855,0.0,0.0,0.0,0.0,0.0,0,0.0,2,0,2024,2024Q3,7,2024-07,Summer,1,0,337300.0,0
ITEM00017,ORD0011,PROD006,8,8500.0,RIS Server Rack Appliance,Hardware,8500.0,5800.0,68000.0,46400.0,CUST043,REP02,REG01,2024-07-11,2024-07-13,Completed,Online,2,Quantum Services,Strategic,2024-03-06,North America,United States,Bob Johnson,REG01,,0.0,NONE,,,N/A,0.0,68000.0,21600.0,0.3176470588235294,0.0,0.0,0.0,0.0,0.0,0,0.0,2,0,2024,2024Q3,7,2024-07,Summer,1,0,337300.0,0
ITEM00021,ORD0012,PROD014,5,300.0,Silver Email Support Plan,Support,300.0,120.0,1500.0,600.0,CUST029,REP05,REG03,2024-07-12,2024-07-14,Returned,Online,2,Nexus Technologies,Strategic,2025-02-09,Asia-Pacific,Japan,Ethan Hunt,REG03,DSC0005,0.2,REP_AUTH_20,RET002,2024-07-17,Defective,300.0,1200.0,600.0,0.5,0.0,1200.0,0.0,0.0,1200.0,1,1.0,2,1,2024,2024Q3,7,2024-07,Summer,1,0,165372.36,1
ITEM00020,ORD0012,PROD002,2,1200.0,RIS Cloud Connector Pro,Software,1200.0,300.0,2400.0,600.0,CUST029,REP05,REG03,2024-07-12,2024-07-14,Returned,Online,2,Nexus Technologies,Strategic,2025-02-09,Asia-Pacific,Japan,Ethan Hunt,REG03,DSC0005,0.2,REP_AUTH_20,RET002,2024-07-17,Defective,480.0,1920.0,1320.0,0.6875,0.0,1920.0,0.0,0.0,1920.0,1,1.0,2,1,2024,2024Q3,7,2024-07,Summer,1,0,165372.36,1
ITEM00019,ORD0012,PROD012,5,1200.0,24/7 Platinum Phone Support,Support,1200.0,500.0,6000.0,2500.0,CUST029,REP05,REG03,2024-07-12,2024-07-14,Returned,Online,2,Nexus Technologies,Strategic,2025-02-09,Asia-Pacific,Japan,Ethan Hunt,REG03,DSC0005,0.2,REP_AUTH_20,RET002,2024-07-17,Defective,1200.0,4800.0,2300.0,0.4791666666666667,0.0,4800.0,0.0,0.0,4800.0,1,1.0,2,1,2024,2024Q3,7,2024-07,Summer,1,0,165372.36,1
ITEM00022,ORD0013,PROD002,4,1200.0,RIS Cloud Connector Pro,Software,1200.0,300.0,4800.0,1200.0,CUST043,REP03,REG02,2024-07-13,2024-07-15,Completed,Online,2,Quantum Services,Strategic,2024-03-06,Europe,United Kingdom,Charlie Brown,REG02,,0.0,NONE,,,N/A,0.0,4800.0,3600.0,0.75,0.0,0.0,0.0,0.0,0.0,0,0.0,2,0,2024,2024Q3,7,2024-07,Summer,2,1,337300.0,0
ITEM00023,ORD0014,PROD009,2,3500.0,Enterprise Architecture Audit,Consulting,3500.0,2000.0,7000.0,4000.0,CUST080,REP04,REG02,2024-07-13,2024-07-15,Completed,Online,2,Quantum Solutions,SMB,2024-10-15,Europe,United Kingdom,Diana Prince,REG02,DSC0006,0.15,PROMO15,,,N/A,1050.0,5950.0,1950.0,0.3277310924369748,0.0,0.0,0.0,0.0,0.0,0,0.0,2,0,2024,2024Q3,7,2024-07,Summer,1,0,158198.37,0
ITEM00024,ORD0014,PROD015,2,4000.0,Dedicated Support Account Rep,Support,4000.0,2200.0,8000.0,4400.0,CUST080,REP04,REG02,2024-07-13,2024-07-15,Completed,Online,2,Quantum Solutions,SMB,2024-10-15,Europe,United Kingdom,Diana Prince,REG02,DSC0006,0.15,PROMO15,,,N/A,1200.0,6800.0,2400.0,0.35294117647058826,0.0,0.0,0.0,0.0,0.0,0,0.0,2,0,2024,2024Q3,7,2024-07,Summer,1,0,158198.37,0
ITEM00025,ORD0015,PROD014,2,300.0,Silver Email Support Plan,Support,300.0,120.0,600.0,240.0,CUST018,REP04,REG02,2024-07-14,2024-07-16,Completed,Online,2,Alpha Systems,Strategic,2024-03-28,Europe,United Kingdom,Diana Prince,REG02,,0.0,NONE,,,N/A,0.0,600.0,360.0,0.6,0.0,0.0,0.0,0.0,0.0,0,0.0,2,0,2024,2024Q3,7,2024-07,Summer,1,0,272393.158,1
ITEM00026,ORD0015,PROD009,3,3500.0,Enterprise Architecture Audit,Consulting,3500.0,2000.0,10500.0,6000.0,CUST018,REP04,REG02,2024-07-14,2024-07-16,Completed,Online,2,Alpha Systems,Strategic,2024-03-28,Europe,United Kingdom,Diana Prince,REG02,,0.0,NONE,,,N/A,0.0,10500.0,4500.0,0.42857142857142855,0.0,0.0,0.0,0.0,0.0,0,0.0,2,0,2024,2024Q3,7,2024-07,Summer,1,0,272393.158,1
ITEM00027,ORD0016,PROD008,3,2200.0,RIS Backup Storage Unit,Hardware,2200.0,1400.0,6600.0,4200.0,CUST042,REP06,REG03,2024-07-14,2024-07-15,Completed,Online,1,Beacon Systems,SMB,2024-09-05,Asia-Pacific,Japan,Fiona Gallagher,REG03,,0.0,NONE,,,N/A,0.0,6600.0,2400.0,0.36363636363636365,0.0,0.0,0.0,0.0,0.0,0,0.0,1,0,2024,2024Q3,7,2024-07,Summer,1,0,121915.32800000001,0
ITEM00028,ORD0017,PROD004,2,450.0,RIS Team Sync License,Software,450.0,90.0,900.0,180.0,CUST068,REP01,REG01,2024-07-15,2024-07-17,Completed,Online,2,Prism Logistics,SMB,2024-05-31,North America,United States,Alice Smith,REG01,,0.0,NONE,,,N/A,0.0,900.0,720.0,0.8,0.0,0.0,0.0,0.0,0.0,0,0.0,2,0,2024,2024Q3,7,2024-07,Summer,1,0,186102.62,0
ITEM00029,ORD0017,PROD002,3,1200.0,RIS Cloud Connector Pro,Software,1200.0,300.0,3600.0,900.0,CUST068,REP01,REG01,2024-07-15,2024-07-17,Completed,Online,2,Prism Logistics,SMB,2024-05-31,North America,United States,Alice Smith,REG01,,0.0,NONE,,,N/A,0.0,3600.0,2700.0,0.75,0.0,0.0,0.0,0.0,0.0,0,0.0,2,0,2024,2024Q3,7,2024-07,Summer,1,0,186102.62,0
ITEM00034,ORD0020,PROD005,1,1500.0,RIS Edge Processing Gateway,Hardware,1500.0,950.0,1500.0,950.0,CUST042,REP08,REG04,2024-07-17,2024-07-19,Completed,Partner,2,Beacon Systems,SMB,2024-09-05,Latin America,Brazil,Hannah Abbott,REG04,,0.0,NONE,,,N/A,0.0,1500.0,550.0,0.36666666666666664,0.0,0.0,0.0,0.0,0.0,0,0.0,2,0,2024,2024Q3,7,2024-07,Summer,2,1,121915.32800000001,0
ITEM00033,ORD0019,PROD001,20,5000.0,RIS Enterprise Core License,Software,5000.0,1000.0,100000.0,20000.0,CUST027,REP01,REG01,2024-07-17,2024-07-20,Completed,Online,3,Aegis Corp,Enterprise,2024-03-11,North America,United States,Alice Smith,REG01,,0.0,NONE,,,N/A,0.0,100000.0,80000.0,0.8,0.0,0.0,0.0,0.0,0.0,0,0.0,3,0,2024,2024Q3,7,2024-07,Summer,1,0,722660.0,0
ITEM00030,ORD0018,PROD011,5,6000.0,Executive Strategy Session,Consulting,6000.0,3200.0,30000.0,16000.0,CUST069,REP04,REG02,2024-07-17,2024-07-19,Completed,Online,2,Global Solutions,Strategic,2024-10-04,Europe,United Kingdom,Diana Prince,REG02,,0.0,NONE,,,N/A,0.0,30000.0,14000.0,0.4666666666666667,0.0,0.0,0.0,0.0,0.0,0,0.0,2,0,2024,2024Q3,7,2024-07,Summer,1,0,398980.0,0
ITEM00031,ORD0018,PROD002,7,1200.0,RIS Cloud Connector Pro,Software,1200.0,300.0,8400.0,2100.0,CUST069,REP04,REG02,2024-07-17,2024-07-19,Completed,Online,2,Global Solutions,Strategic,2024-10-04,Europe,United Kingdom,Diana Prince,REG02,,0.0,NONE,,,N/A,0.0,8400.0,6300.0,0.75,0.0,0.0,0.0,0.0,0.0,0,0.0,2,0,2024,2024Q3,7,2024-07,Summer,1,0,398980.0,0
ITEM00032,ORD0018,PROD003,2,800.0,RIS Analytics Plug-in,Software,800.0,150.0,1600.0,300.0,CUST069,REP04,REG02,2024-07-17,2024-07-19,Completed,Online,2,Global Solutions,Strategic,2024-10-04,Europe,United Kingdom,Diana Prince,REG02,,0.0,NONE,,,N/A,0.0,1600.0,1300.0,0.8125,0.0,0.0,0.0,0.0,0.0,0,0.0,2,0,2024,2024Q3,7,2024-07,Summer,1,0,398980.0,0
ITEM00035,ORD0021,PROD007,3,120.0,RIS IoT Smart Sensor,Hardware,120.0,65.0,360.0,195.0,CUST100,REP08,REG04,2024-07-19,2024-07-30,Returned,Online,11,Summit Ventures,Strategic,2025-04-18,Latin America,Brazil,Hannah Abbott,REG04,,0.0,NONE,RET003,2024-08-06,Unsatisfied,0.0,360.0,165.0,0.4583333333333333,0.0,360.0,0.0,0.0,360.0,1,1.0,11,1,2024,2024Q3,7,2024-07,Summer,1,0,411698.92,0
ITEM00036,ORD0022,PROD009,6,3500.0,Enterprise Architecture Audit,Consulting,3500.0,2000.0,21000.0,12000.0,CUST087,REP07,REG04,2024-07-19,2024-07-30,Returned,Online,11,Alpha Systems,Enterprise,2025-01-15,Latin America,Brazil,George Clooney,REG04,,0.0,NONE,RET004,2024-08-01,Late Delivery,0.0,21000.0,9000.0,0.42857142857142855,0.0,21000.0,0.0,0.0,21000.0,1,1.0,11,1,2024,2024Q3,7,2024-07,Summer,1,0,1041595.0,0
ITEM00037,ORD0022,PROD006,16,8500.0,RIS Server Rack Appliance,Hardware,8500.0,5800.0,136000.0,92800.0,CUST087,REP07,REG04,2024-07-19,2024-07-30,Returned,Online,11,Alpha Systems,Enterprise,2025-01-15,Latin America,Brazil,George Clooney,REG04,,0.0,NONE,RET004,2024-08-01,Late Delivery,0.0,136000.0,43200.0,0.3176470588235294,0.0,136000.0,0.0,0.0,136000.0,1,1.0,11,1,2024,2024Q3,7,2024-07,Summer,1,0,1041595.0,0
ITEM00038,ORD0023,PROD012,11,1200.0,24/7 Platinum Phone Support,Support,1200.0,500.0,13200.0,5500.0,CUST047,REP04,REG02,2024-07-20,2024-07-22,Completed,Online,2,Aegis Logistics,Enterprise,2024-08-19,Europe,United Kingdom,Diana Prince,REG02,,0.0,NONE,,,N/A,0.0,13200.0,7700.0,0.5833333333333334,0.0,0.0,0.0,0.0,0.0,0,0.0,2,0,2024,2024Q3,7,2024-07,Summer,1,0,562834.49,0
ITEM00039,ORD0023,PROD007,17,120.0,RIS IoT Smart Sensor,Hardware,120.0,65.0,2040.0,1105.0,CUST047,REP04,REG02,2024-07-20,2024-07-22,Completed,Online,2,Aegis Logistics,Enterprise,2024-08-19,Europe,United Kingdom,Diana Prince,REG02,,0.0,NONE,,,N/A,0.0,2040.0,935.0,0.4583333333333333,0.0,0.0,0.0,0.0,0.0,0,0.0,2,0,2024,2024Q3,7,2024-07,Summer,1,0,562834.49,0
ITEM00040,ORD0024,PROD010,2,2500.0,Custom Integration Workshop,Consulting,2500.0,1500.0,5000.0,3000.0,CUST098,REP05,REG03,2024-07-21,2024-07-23,Completed,Direct,2,Vertex Group,SMB,2024-05-07,Asia-Pacific,Japan,Ethan Hunt,REG03,,0.0,NONE,,,N/A,0.0,5000.0,2000.0,0.4,0.0,0.0,0.0,0.0,0.0,0,0.0,2,0,2024,2024Q3,7,2024-07,Summer,1,0,184586.41,0
ITEM00041,ORD0025,PROD001,3,5000.0,RIS Enterprise Core License,Software,5000.0,1000.0,15000.0,3000.0,CUST041,REP02,REG01,2024-07-22,2024-07-23,Completed,Direct,1,Zenith Corp,SMB,2025-03-25,North America,United States,Bob Johnson,REG01,DSC0007,0.1,PROMO10,,,N/A,1500.0,13500.0,10500.0,0.7777777777777778,0.0,0.0,0.0,0.0,0.0,0,0.0,1,0,2024,2024Q3,7,2024-07,Summer,1,0,120514.95,0
ITEM00042,ORD0026,PROD002,1,1200.0,RIS Cloud Connector Pro,Software,1200.0,300.0,1200.0,300.0,CUST077,REP07,REG04,2024-07-23,2024-08-01,Completed,Online,9,Beacon Services,SMB,2024-05-13,Latin America,Brazil,George Clooney,REG04,,0.0,NONE,,,N/A,0.0,1200.0,900.0,0.75,0.0,0.0,0.0,0.0,0.0,0,0.0,9,0,2024,2024Q3,7,2024-07,Summer,1,0,121697.56599999999,0
ITEM00043,ORD0027,PROD004,8,450.0,RIS Team Sync License,Software,450.0,90.0,3600.0,720.0,CUST066,REP01,REG01,2024-07-23,2024-07-24,Returned,Online,1,Vanguard Solutions,Enterprise,2024-05-15,North America,United States,Alice Smith,REG01,DSC0008,0.05,PROMO5,RET005,2024-07-31,Defective,180.0,3420.0,2700.0,0.7894736842105263,0.0,3420.0,0.0,0.0,3420.0,1,1.0,1,1,2024,2024Q3,7,2024-07,Summer,1,0,541678.0,0
ITEM00044,ORD0027,PROD002,17,1200.0,RIS Cloud Connector Pro,Software,1200.0,300.0,20400.0,5100.0,CUST066,REP01,REG01,2024-07-23,2024-07-24,Returned,Online,1,Vanguard Solutions,Enterprise,2024-05-15,North America,United States,Alice Smith,REG01,DSC0008,0.05,PROMO5,RET005,2024-07-31,Defective,1020.0,19380.0,14280.0,0.7368421052631579,0.0,19380.0,0.0,0.0,19380.0,1,1.0,1,1,2024,2024Q3,7,2024-07,Summer,1,0,541678.0,0
ITEM00053,ORD0033,PROD005,1,1500.0,RIS Edge Processing Gateway,Hardware,1500.0,950.0,1500.0,950.0,CUST017,REP07,REG04,2024-07-24,2024-07-25,Completed,Online,1,Aegis Technologies,SMB,2024-04-17,Latin America,Brazil,George Clooney,REG04,DSC0012,0.3,REP_AUTH_30,,,N/A,450.0,1050.0,100.0,0.09523809523809523,149.99999999999997,0.0,0.0,0.0,149.99999999999997,1,0.14285714285714282,1,0,2024,2024Q3,7,2024-07,Summer,1,0,132230.239,1
ITEM00052,ORD0032,PROD008,2,2200.0,RIS Backup Storage Unit,Hardware,2200.0,1400.0,4400.0,2800.0,CUST067,REP07,REG04,2024-07-24,2024-07-28,Completed,Direct,4,Matrix Industries,SMB,2025-05-05,Latin America,Brazil,George Clooney,REG04,DSC0011,0.5,REP_AUTH_50,,,N/A,2200.0,2200.0,-600.0,-0.2727272727272727,1320.0,0.0,0.0,0.0,1320.0,1,0.6,4,0,2024,2024Q3,7,2024-07,Summer,2,1,114170.0,0
ITEM00051,ORD0031,PROD003,2,800.0,RIS Analytics Plug-in,Software,800.0,150.0,1600.0,300.0,CUST062,REP01,REG01,2024-07-24,2024-07-25,Completed,Direct,1,Prism Systems,SMB,2024-10-03,North America,United States,Alice Smith,REG01,DSC0010,0.2,PROMO20,,,N/A,320.0,1280.0,980.0,0.765625,0.0,0.0,0.0,0.0,0.0,0,0.0,1,0,2024,2024Q3,7,2024-07,Summer,2,1,171776.2295,0
ITEM00050,ORD0031,PROD004,1,450.0,RIS Team Sync License,Software,450.0,90.0,450.0,90.0,CUST062,REP01,REG01,2024-07-24,2024-07-25,Completed,Direct,1,Prism Systems,SMB,2024-10-03,North America,United States,Alice Smith,REG01,DSC0010,0.2,PROMO20,,,N/A,90.0,360.0,270.0,0.75,0.0,0.0,0.0,0.0,0.0,0,0.0,1,0,2024,2024Q3,7,2024-07,Summer,2,1,171776.2295,0
ITEM00049,ORD0031,PROD012,2,1200.0,24/7 Platinum Phone Support,Support,1200.0,500.0,2400.0,1000.0,CUST062,REP01,REG01,2024-07-24,2024-07-25,Completed,Direct,1,Prism Systems,SMB,2024-10-03,North America,United States,Alice Smith,REG01,DSC0010,0.2,PROMO20,,,N/A,480.0,1920.0,920.0,0.4791666666666667,0.0,0.0,0.0,0.0,0.0,0,0.0,1,0,2024,2024Q3,7,2024-07,Summer,2,1,171776.2295,0
ITEM00048,ORD0030,PROD012,20,1200.0,24/7 Platinum Phone Support,Support,1200.0,500.0,24000.0,10000.0,CUST035,REP03,REG02,2024-07-24,2024-07-28,Completed,Partner,4,Apex Industries,Enterprise,2025-01-25,Europe,United Kingdom,Charlie Brown,REG02,,0.0,NONE,,,N/A,0.0,24000.0,14000.0,0.5833333333333334,0.0,0.0,0.0,0.0,0.0,0,0.0,4,0,2024,2024Q3,7,2024-07,Summer,1,0,580944.5785000001,0
ITEM00047,ORD0030,PROD005,5,1500.0,RIS Edge Processing Gateway,Hardware,1500.0,950.0,7500.0,4750.0,CUST035,REP03,REG02,2024-07-24,2024-07-28,Completed,Partner,4,Apex Industries,Enterprise,2025-01-25,Europe,United Kingdom,Charlie Brown,REG02,,0.0,NONE,,,N/A,0.0,7500.0,2750.0,0.36666666666666664,0.0,0.0,0.0,0.0,0.0,0,0.0,4,0,2024,2024Q3,7,2024-07,Summer,1,0,580944.5785000001,0
ITEM00046,ORD0029,PROD004,2,450.0,RIS Team Sync License,Software,450.0,90.0,900.0,180.0,CUST062,REP08,REG04,2024-07-24,2024-07-31,Returned,Online,7,Prism Systems,SMB,2024-10-03,Latin America,Brazil,Hannah Abbott,REG04,,0.0,NONE,RET006,2024-08-08,Late Delivery,0.0,900.0,720.0,0.8,0.0,900.0,0.0,0.0,900.0,1,1.0,7,1,2024,2024Q3,7,2024-07,Summer,1,0,171776.2295,0
ITEM00045,ORD0028,PROD012,13,1200.0,24/7 Platinum Phone Support,Support,1200.0,500.0,15600.0,6500.0,CUST071,REP07,REG04,2024-07-24,2024-08-02,Cancelled,Online,9,Echo Services,Enterprise,2024-09-28,Latin America,Brazil,George Clooney,REG04,DSC0009,0.5,REP_AUTH_50,,,N/A,7800.0,7800.0,1300.0,0.16666666666666666,4680.0,0.0,7800.0,0.0,12480.0,1,1.6,9,0,2024,2024Q3,7,2024-07,Summer,1,0,602865.5,0
ITEM00054,ORD0034,PROD001,2,5000.0,RIS Enterprise Core License,Software,5000.0,1000.0,10000.0,2000.0,CUST016,REP06,REG03,2024-07-27,2024-07-30,Completed,Online,3,Nexus Partners,SMB,2024-11-21,Asia-Pacific,Japan,Fiona Gallagher,REG03,,0.0,NONE,,,N/A,0.0,10000.0,8000.0,0.8,0.0,0.0,0.0,0.0,0.0,0,0.0,3,0,2024,2024Q3,7,2024-07,Summer,2,1,196010.626,0
ITEM00055,ORD0034,PROD010,3,2186.61,Custom Integration Workshop,Consulting,2500.0,1500.0,6559.83,4500.0,CUST016,REP06,REG03,2024-07-27,2024-07-30,Completed,Online,3,Nexus Partners,SMB,2024-11-21,Asia-Pacific,Japan,Fiona Gallagher,REG03,,0.0,NONE,,,N/A,0.0,6559.83,2059.83,0.3140066129762509,0.0,0.0,0.0,940.1699999999996,940.1699999999996,1,0.12535599999999994,3,0,2024,2024Q3,7,2024-07,Summer,2,1,196010.626,0
